Exceedance,Power
0.0,181.96977534871368
0.05,172.63171265889568
0.1,165.35870380199702
0.15000000000000002,156.62825196519967
0.2,148.8487437269365
0.25,140.79867220910089
0.30000000000000004,131.92232855781307
0.35000000000000003,122.19779938322563
0.4,110.12570250924514
0.45,98.87261914492669
0.5,86.1404683070408
0.55,74.04869539698244
0.6000000000000001,63.473183089707774
0.65,55.13203605849054
0.7000000000000001,50.59061081665674
0.75,44.469391357308396
0.8,38.43679125377566
0.8500000000000001,34.435135257671284
0.9,30.331806077003694
0.9500000000000001,26.44196486325834
1.0,0.0
